recipe_id,job_id,job_name,item_id,item_name,recipe_level,apparent_recipe_level,max_durability,max_progress,max_quality,material_factor,base_exp,progress_factor,quality_factor,durability_factor,is_expert,req_craftsmanship,req_control,ing1_id,ing1_name,ing1_amount,ing1_ilvl,ing1_initial_quality,ing1_job_id,ing1_job_name,ing1_recipe_level,ing1_base_exp,ing2_id,ing2_name,ing2_amount,ing2_ilvl,ing2_initial_quality,ing2_job_id,ing2_job_name,ing2_recipe_level,ing2_base_exp,ing3_id,ing3_name,ing3_amount,ing3_ilvl,ing3_initial_quality,ing3_job_id,ing3_job_name,ing3_recipe_level,ing3_base_exp,ing4_id,ing4_name,ing4_amount,ing4_ilvl,ing4_initial_quality,ing4_job_id,ing4_job_name,ing4_recipe_level,ing4_base_exp,ing5_id,ing5_name,ing5_amount,ing5_ilvl,ing5_initial_quality,ing5_job_id,ing5_job_name,ing5_recipe_level,ing5_base_exp,ing6_id,ing6_name,ing6_amount,ing6_ilvl,ing6_initial_quality,ing6_job_id,ing6_job_name,ing6_recipe_level,ing6_base_exp
4075,1,BSM,25950,Bluespirit Axe,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,3,403,2008,1,BSM,403,77865,27710,Manasilver Nugget,1,403,669,3,GSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,,,,,,,,,,
4076,0,CRP,25951,Bluespirit Spear,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27691,White Ash Lumber,2,403,1338,0,CRP,403,77865,27711,Bluespirit Tile,2,403,1338,1,BSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5061,Darksteel Nugget,1,55,91,1,BSM,55,27786,,,,,,,,,,,,,,,,,,
4077,3,GSM,25952,Bluespirit Longbow,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,3,403,2008,3,GSM,403,77865,27711,Bluespirit Tile,1,403,669,1,BSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,,,,,,,,,,
4078,3,GSM,25953,Bluespirit Daggers,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,2,403,1338,3,GSM,403,77865,27711,Bluespirit Tile,2,403,1338,1,BSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,,,,,,,,,,
4079,1,BSM,25954,Bluespirit Guillotine,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,3,403,2008,1,BSM,403,77865,27710,Manasilver Nugget,1,403,669,3,GSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5061,Darksteel Nugget,1,55,91,1,BSM,55,27786,,,,,,,,,,,,,,,,,,
4080,1,BSM,25955,Bluespirit Handgonne,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,1,403,654,1,BSM,403,77865,27710,Manasilver Nugget,2,403,1308,3,GSM,403,77865,12544,Star Ruby,1,139,225,3,GSM,136,45198,5061,Darksteel Nugget,2,55,178,1,BSM,55,27786,27955,Crimson Firesand,1,390,633,6,ALC,390,68250,,,,,,,,,
4081,0,CRP,25956,Bluespirit Cane,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27691,White Ash Lumber,1,403,564,0,CRP,403,77865,27711,Bluespirit Tile,1,403,564,1,BSM,403,77865,27710,Manasilver Nugget,2,403,1129,3,GSM,403,77865,27765,Growth Formula Iota,1,390,546,6,ALC,390,68250,12544,Star Ruby,1,139,194,3,GSM,136,45198,,,,,,,,,
4082,3,GSM,25957,Bluespirit Rod,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,3,403,2008,3,GSM,403,77865,27711,Bluespirit Tile,1,403,669,1,BSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,,,,,,,,,,
4083,6,ALC,25958,Bluespirit Grimoire,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27772,Enchanted Manasilver Ink,1,403,669,6,ALC,403,77865,27711,Bluespirit Tile,2,403,1338,1,BSM,403,77865,27710,Manasilver Nugget,1,403,669,3,GSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,
4084,6,ALC,25959,Bluespirit Codex,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27772,Enchanted Manasilver Ink,1,403,669,6,ALC,403,77865,27711,Bluespirit Tile,2,403,1338,1,BSM,403,77865,27710,Manasilver Nugget,1,403,669,3,GSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,
4085,3,GSM,25960,Bluespirit Star Globe,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,2,403,1338,3,GSM,403,77865,27711,Bluespirit Tile,1,403,669,1,BSM,403,77865,27772,Enchanted Manasilver Ink,1,403,669,6,ALC,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,
4086,3,GSM,25961,Bluespirit Uchigatana,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,1,403,654,3,GSM,403,77865,27711,Bluespirit Tile,2,403,1308,1,BSM,403,77865,12544,Star Ruby,1,139,225,3,GSM,136,45198,5068,Rose Gold Nugget,2,55,178,3,GSM,55,27786,27802,Hard Mudstone Whetstone,1,390,633,3,GSM,390,68250,,,,,,,,,
4087,3,GSM,25962,Bluespirit Rapier,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,3,403,2008,3,GSM,403,77865,27711,Bluespirit Tile,1,403,669,1,BSM,403,77865,12544,Star Ruby,1,139,230,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,91,3,GSM,55,27786,,,,,,,,,,,,,,,,,,
4088,1,BSM,25963,Bluespirit Gunblade,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1658,1,BSM,403,77865,27710,Manasilver Nugget,1,403,829,3,GSM,403,77865,12544,Star Ruby,1,139,286,3,GSM,136,45198,5061,Darksteel Nugget,2,55,226,1,BSM,55,27786,,,,,,,,,,,,,,,,,,
4089,3,GSM,25964,Bluespirit Glaives,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27710,Manasilver Nugget,2,403,1101,3,GSM,403,77865,27711,Bluespirit Tile,2,403,1101,1,BSM,403,77865,12544,Star Ruby,1,139,189,3,GSM,136,45198,5068,Rose Gold Nugget,1,55,75,3,GSM,55,27786,27802,Hard Mudstone Whetstone,1,390,532,3,GSM,390,68250,,,,,,,,,
4090,2,ARM,25965,Bluespirit Tower Shield,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1766,1,BSM,403,77865,27710,Manasilver Nugget,1,403,883,3,GSM,403,77865,12544,Star Ruby,1,139,304,3,GSM,136,45198,5061,Darksteel Nugget,1,55,120,1,BSM,55,27786,,,,,,,,,,,,,,,,,,
4091,2,ARM,25966,Bluespirit Helm of Fending,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,99,3,GSM,55,27786,27769,Grade 1 Vitality Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4092,2,ARM,25967,Bluespirit Cuirass of Fending,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27711,Bluespirit Tile,3,403,1474,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,491,4,LTW,403,77865,5068,Rose Gold Nugget,2,55,134,3,GSM,55,27786,27769,Grade 1 Vitality Alkahest,2,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4093,2,ARM,25968,Bluespirit Gauntlets of Fending,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,99,3,GSM,55,27786,27769,Grade 1 Vitality Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4094,4,LTW,25969,Atrociraptorskin Breeches of Fending,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,3,403,1506,4,LTW,403,77865,27751,Pixie Cotton,1,403,502,5,WVR,403,77865,5068,Rose Gold Nugget,1,55,68,3,GSM,55,27786,27769,Grade 1 Vitality Alkahest,2,400,997,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4095,2,ARM,25970,Bluespirit Sabatons of Fending,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,99,3,GSM,55,27786,27769,Grade 1 Vitality Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4097,2,ARM,25972,Bluespirit Helm of Maiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,99,3,GSM,55,27786,27767,Grade 1 Strength Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4098,2,ARM,25973,Bluespirit Cuirass of Maiming,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27711,Bluespirit Tile,3,403,1474,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,491,4,LTW,403,77865,5068,Rose Gold Nugget,2,55,134,3,GSM,55,27786,27767,Grade 1 Strength Alkahest,2,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4099,2,ARM,25974,Bluespirit Gauntlets of Maiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,99,3,GSM,55,27786,27767,Grade 1 Strength Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4100,4,LTW,25975,Atrociraptorskin Breeches of Maiming,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,3,403,1506,4,LTW,403,77865,27751,Pixie Cotton,1,403,502,5,WVR,403,77865,5068,Rose Gold Nugget,1,55,68,3,GSM,55,27786,27767,Grade 1 Strength Alkahest,2,400,997,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4101,2,ARM,25976,Bluespirit Sabatons of Maiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5061,Darksteel Nugget,1,55,99,1,BSM,55,27786,27767,Grade 1 Strength Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4103,5,WVR,25978,Pixie Cotton Hat of Striking,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27751,Pixie Cotton,2,403,1398,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,699,4,LTW,403,77865,12594,Rainbow Thread,1,120,208,5,WVR,115,31500,27767,Grade 1 Strength Alkahest,1,400,694,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4104,5,WVR,25979,Pixie Cotton Acton of Striking,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,2,403,978,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,489,4,LTW,403,77865,27710,Manasilver Nugget,1,403,489,3,GSM,403,77865,12594,Rainbow Thread,1,120,145,5,WVR,115,31500,27767,Grade 1 Strength Alkahest,2,400,971,6,ALC,400,72552,,,,,,,,,
4105,5,WVR,25980,Pixie Cotton Sleeves of Striking,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27751,Pixie Cotton,2,403,1355,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,677,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,92,3,GSM,55,27786,12594,Rainbow Thread,1,120,201,5,WVR,115,31500,27767,Grade 1 Strength Alkahest,1,400,672,6,ALC,400,72552,,,,,,,,,
4106,5,WVR,25981,Pixie Cotton Culottes of Striking,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,3,403,1437,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,479,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,65,3,GSM,55,27786,12594,Rainbow Thread,1,120,142,5,WVR,115,31500,27767,Grade 1 Strength Alkahest,2,400,950,6,ALC,400,72552,,,,,,,,,
4107,4,LTW,25982,Atrociraptorskin Thighboots of Striking,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1396,4,LTW,403,77865,27751,Pixie Cotton,1,403,698,5,WVR,403,77865,12594,Rainbow Thread,1,120,207,5,WVR,115,31500,5510,Rubber,1,3,5,6,ALC,7,1176,27767,Grade 1 Strength Alkahest,1,400,692,6,ALC,400,72552,,,,,,,,,
4109,4,LTW,25984,Atrociraptorskin Headgear of Aiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1207,4,LTW,403,77865,27711,Bluespirit Tile,1,403,603,1,BSM,403,77865,12594,Rainbow Thread,1,120,179,5,WVR,115,31500,19906,Beetle Glue,1,273,409,6,ALC,273,65724,27768,Grade 1 Dexterity Alkahest,1,400,599,6,ALC,400,72552,,,,,,,,,
4110,4,LTW,25985,Atrociraptorskin Corselet of Aiming,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,978,4,LTW,403,77865,27711,Bluespirit Tile,1,403,489,1,BSM,403,77865,27710,Manasilver Nugget,1,403,489,3,GSM,403,77865,12594,Rainbow Thread,1,120,145,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,2,400,971,6,ALC,400,72552,,,,,,,,,
4111,4,LTW,25986,Atrociraptorskin Armguard of Aiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1355,4,LTW,403,77865,27751,Pixie Cotton,1,403,677,5,WVR,403,77865,5061,Darksteel Nugget,1,55,92,1,BSM,55,27786,12594,Rainbow Thread,1,120,201,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,1,400,672,6,ALC,400,72552,,,,,,,,,
4112,5,WVR,25987,Pixie Cotton Brais of Aiming,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,2,403,958,5,WVR,403,77865,27740,Atrociraptor Leather,2,403,958,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,65,3,GSM,55,27786,12594,Rainbow Thread,1,120,142,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,2,400,950,6,ALC,400,72552,,,,,,,,,
4113,4,LTW,25988,Atrociraptorskin Leg Guards of Aiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1450,4,LTW,403,77865,27751,Pixie Cotton,1,403,725,5,WVR,403,77865,5061,Darksteel Nugget,1,55,98,1,BSM,55,27786,5510,Rubber,1,3,5,6,ALC,7,1176,27768,Grade 1 Dexterity Alkahest,1,400,719,6,ALC,400,72552,,,,,,,,,
4115,4,LTW,25990,Atrociraptorskin Headgear of Scouting,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1207,4,LTW,403,77865,27711,Bluespirit Tile,1,403,603,1,BSM,403,77865,12594,Rainbow Thread,1,120,179,5,WVR,115,31500,19906,Beetle Glue,1,273,409,6,ALC,273,65724,27768,Grade 1 Dexterity Alkahest,1,400,599,6,ALC,400,72552,,,,,,,,,
4116,4,LTW,25991,Atrociraptorskin Corselet of Scouting,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,3,403,1266,4,LTW,403,77865,27711,Bluespirit Tile,1,403,422,1,BSM,403,77865,27710,Manasilver Nugget,1,403,422,3,GSM,403,77865,12594,Rainbow Thread,1,120,125,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,2,400,838,6,ALC,400,72552,,,,,,,,,
4117,4,LTW,25992,Atrociraptorskin Armguard of Scouting,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1355,4,LTW,403,77865,27751,Pixie Cotton,1,403,677,5,WVR,403,77865,5061,Darksteel Nugget,1,55,92,1,BSM,55,27786,12594,Rainbow Thread,1,120,201,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,1,400,672,6,ALC,400,72552,,,,,,,,,
4118,5,WVR,25993,Pixie Cotton Brais of Scouting,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,2,403,958,5,WVR,403,77865,27740,Atrociraptor Leather,2,403,958,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,65,3,GSM,55,27786,12594,Rainbow Thread,1,120,142,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,2,400,950,6,ALC,400,72552,,,,,,,,,
4119,4,LTW,25994,Atrociraptorskin Leg Guards of Scouting,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1450,4,LTW,403,77865,27751,Pixie Cotton,1,403,725,5,WVR,403,77865,5061,Darksteel Nugget,1,55,98,1,BSM,55,27786,5510,Rubber,1,3,5,6,ALC,7,1176,27768,Grade 1 Dexterity Alkahest,1,400,719,6,ALC,400,72552,,,,,,,,,
4121,5,WVR,25996,Pixie Cotton Hood of Healing,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27751,Pixie Cotton,2,403,1169,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,584,4,LTW,403,77865,27752,Pixie Floss,1,403,584,5,WVR,403,77865,5068,Rose Gold Nugget,1,55,79,3,GSM,55,27786,27771,Grade 1 Mind Alkahest,1,400,580,6,ALC,400,72552,,,,,,,,,
4122,5,WVR,25997,Pixie Cotton Robe of Healing,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,2,403,865,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,432,4,LTW,403,77865,27748,Iridescent Silk,1,395,424,5,WVR,395,70074,27752,Pixie Floss,1,403,432,5,WVR,403,77865,5068,Rose Gold Nugget,1,55,59,3,GSM,55,27786,27771,Grade 1 Mind Alkahest,2,400,859,6,ALC,400,72552
4123,4,LTW,25998,Atrociraptorskin Armguards of Healing,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1174,4,LTW,403,77865,27748,Iridescent Silk,1,395,575,5,WVR,395,70074,27752,Pixie Floss,1,403,587,5,WVR,403,77865,5068,Rose Gold Nugget,1,55,80,3,GSM,55,27786,27771,Grade 1 Mind Alkahest,1,400,582,6,ALC,400,72552,,,,,,,,,
4124,5,WVR,25999,Pixie Cotton Slops of Healing,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,2,403,863,5,WVR,403,77865,27740,Atrociraptor Leather,2,403,863,4,LTW,403,77865,27752,Pixie Floss,1,403,431,5,WVR,403,77865,5068,Rose Gold Nugget,1,55,58,3,GSM,55,27786,27771,Grade 1 Mind Alkahest,2,400,857,6,ALC,400,72552,,,,,,,,,
4125,4,LTW,26000,Atrociraptorskin Boots of Healing,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,3,403,1752,4,LTW,403,77865,27752,Pixie Floss,1,403,584,5,WVR,403,77865,5061,Darksteel Nugget,1,55,79,1,BSM,55,27786,5510,Rubber,1,3,4,6,ALC,7,1176,27771,Grade 1 Mind Alkahest,1,400,579,6,ALC,400,72552,,,,,,,,,
4127,2,ARM,26002,Bluespirit Headgear of Casting,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1201,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,600,4,LTW,403,77865,27752,Pixie Floss,1,403,600,5,WVR,403,77865,27770,Grade 1 Intelligence Alkahest,1,400,596,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4128,4,LTW,26003,Atrociraptorskin Coat of Casting,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,3,403,1295,4,LTW,403,77865,27751,Pixie Cotton,1,403,431,5,WVR,403,77865,27752,Pixie Floss,1,403,431,5,WVR,403,77865,5061,Darksteel Nugget,1,55,58,1,BSM,55,27786,27770,Grade 1 Intelligence Alkahest,2,400,857,6,ALC,400,72552,,,,,,,,,
4129,4,LTW,26004,Atrociraptorskin Bracers of Casting,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,2,403,1169,4,LTW,403,77865,27711,Bluespirit Tile,1,403,584,1,BSM,403,77865,27752,Pixie Floss,1,403,584,5,WVR,403,77865,5061,Darksteel Nugget,1,55,79,1,BSM,55,27786,27770,Grade 1 Intelligence Alkahest,1,400,580,6,ALC,400,72552,,,,,,,,,
4130,5,WVR,26005,Pixie Cotton Slops of Casting,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27751,Pixie Cotton,3,403,1295,5,WVR,403,77865,27740,Atrociraptor Leather,1,403,431,4,LTW,403,77865,27752,Pixie Floss,1,403,431,5,WVR,403,77865,5061,Darksteel Nugget,1,55,58,1,BSM,55,27786,27770,Grade 1 Intelligence Alkahest,2,400,857,6,ALC,400,72552,,,,,,,,,
4131,2,ARM,26006,Bluespirit Greaves of Casting,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27711,Bluespirit Tile,2,403,1453,1,BSM,403,77865,27740,Atrociraptor Leather,1,403,726,4,LTW,403,77865,5068,Rose Gold Nugget,1,55,99,3,GSM,55,27786,27770,Grade 1 Intelligence Alkahest,1,400,721,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4133,0,CRP,26008,White Ash Earring of Fending,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27691,White Ash Lumber,1,403,934,0,CRP,403,77865,27740,Atrociraptor Leather,1,403,934,4,LTW,403,77865,12594,Rainbow Thread,1,120,278,5,WVR,115,31500,27769,Grade 1 Vitality Alkahest,1,400,927,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4134,0,CRP,26009,White Ash Earring of Slaying,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27691,White Ash Lumber,1,403,934,0,CRP,403,77865,27740,Atrociraptor Leather,1,403,934,4,LTW,403,77865,12594,Rainbow Thread,1,120,278,5,WVR,115,31500,27767,Grade 1 Strength Alkahest,1,400,927,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4135,0,CRP,26010,White Ash Earring of Aiming,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27691,White Ash Lumber,1,403,934,0,CRP,403,77865,27740,Atrociraptor Leather,1,403,934,4,LTW,403,77865,12594,Rainbow Thread,1,120,278,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,1,400,927,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4136,0,CRP,26011,White Ash Earring of Healing,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27691,White Ash Lumber,1,403,934,0,CRP,403,77865,27740,Atrociraptor Leather,1,403,934,4,LTW,403,77865,12594,Rainbow Thread,1,120,278,5,WVR,115,31500,27771,Grade 1 Mind Alkahest,1,400,927,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4137,0,CRP,26012,White Ash Earring of Casting,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27691,White Ash Lumber,1,403,934,0,CRP,403,77865,27740,Atrociraptor Leather,1,403,934,4,LTW,403,77865,12594,Rainbow Thread,1,120,278,5,WVR,115,31500,27770,Grade 1 Intelligence Alkahest,1,400,927,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4138,4,LTW,26013,Atrociraptorskin Necklace of Fending,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,982,4,LTW,403,77865,27722,Lazurite,1,403,982,3,GSM,403,77865,5068,Rose Gold Nugget,1,55,134,3,GSM,55,27786,27769,Grade 1 Vitality Alkahest,1,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4139,4,LTW,26014,Atrociraptorskin Necklace of Slaying,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,982,4,LTW,403,77865,27722,Lazurite,1,403,982,3,GSM,403,77865,5068,Rose Gold Nugget,1,55,134,3,GSM,55,27786,27767,Grade 1 Strength Alkahest,1,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4140,4,LTW,26015,Atrociraptorskin Necklace of Aiming,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,982,4,LTW,403,77865,27722,Lazurite,1,403,982,3,GSM,403,77865,5068,Rose Gold Nugget,1,55,134,3,GSM,55,27786,27768,Grade 1 Dexterity Alkahest,1,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4141,4,LTW,26016,Atrociraptorskin Necklace of Healing,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,982,4,LTW,403,77865,27722,Lazurite,1,403,982,3,GSM,403,77865,5068,Rose Gold Nugget,1,55,134,3,GSM,55,27786,27771,Grade 1 Mind Alkahest,1,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4142,4,LTW,26017,Atrociraptorskin Necklace of Casting,406,75,80,1430,4100,75,83079,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,982,4,LTW,403,77865,27722,Lazurite,1,403,982,3,GSM,403,77865,5068,Rose Gold Nugget,1,55,134,3,GSM,55,27786,27770,Grade 1 Intelligence Alkahest,1,400,975,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4143,4,LTW,26018,Atrociraptorskin Amulet of Fending,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,911,4,LTW,403,77865,27710,Manasilver Nugget,1,403,911,3,GSM,403,77865,12594,Rainbow Thread,1,120,271,5,WVR,115,31500,27769,Grade 1 Vitality Alkahest,1,400,904,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4144,4,LTW,26019,Atrociraptorskin Amulet of Slaying,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,911,4,LTW,403,77865,27710,Manasilver Nugget,1,403,911,3,GSM,403,77865,12594,Rainbow Thread,1,120,271,5,WVR,115,31500,27767,Grade 1 Strength Alkahest,1,400,904,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
4145,4,LTW,26020,Atrociraptorskin Amulet of Aiming,403,74,80,1360,4000,75,77865,100,100,100,False,0,0,27740,Atrociraptor Leather,1,403,911,4,LTW,403,77865,27710,Manasilver Nugget,1,403,911,3,GSM,403,77865,12594,Rainbow Thread,1,120,271,5,WVR,115,31500,27768,Grade 1 Dexterity Alkahest,1,400,904,6,ALC,400,72552,,,,,,,,,,,,,,,,,,
